sample_idx,first_top1_layer
363,-1
364,28
365,28
366,28
367,-1
368,28
369,28
370,28
371,28
372,28
373,28
374,-1
375,28
376,28
377,28
378,28
379,-1
380,28
381,28
382,28
383,28
384,-1
385,28
386,28
387,28
388,28
389,28
390,28
391,28
392,-1
393,-1
394,-1
395,28
396,28
397,28
398,-1
399,28
400,28
401,28
402,28
403,28
404,28
405,-1
406,-1
407,28
408,28
409,28
410,-1
411,28
412,-1
413,28
414,28
415,-1
416,28
417,28
418,28
419,28
420,28
421,28
422,-1
423,28
424,-1
425,28
426,28
427,28
428,-1
429,28
430,28
431,-1
432,-1
433,28
434,28
435,28
436,28
437,28
438,28
439,-1
440,28
441,-1
442,28
443,28
444,28
445,28
446,-1
447,28
448,28
449,28
450,28
451,28
452,-1
453,28
454,28
455,-1
456,28
457,28
458,28
459,28
460,28
461,28
462,28
463,28
464,28
465,28
466,28
467,28
468,28
469,-1
470,-1
471,28
472,-1
473,-1
474,-1
475,28
476,28
477,28
478,-1
479,28
480,28
481,28
482,28
483,28
484,28
485,28
486,28
487,-1
488,28
489,28
490,28
491,28
492,28
493,28
494,-1
495,28
496,28
497,28
498,28
499,28
500,28
501,28
502,28
503,28
504,28
505,28
506,28
507,28
508,28
509,28
510,28
511,28
512,28
513,28
514,28
515,28
516,28
517,28
518,28
519,28
520,-1
521,-1
522,28
523,28
524,28
525,28
526,-1
527,-1
528,28
529,28
530,-1
531,28
532,28
533,28
534,28
535,28
536,-1
537,28
538,28
539,-1
540,-1
541,-1
542,-1
543,28
544,28
545,28
546,-1
547,28
548,28
549,-1
550,28
551,28
552,28
553,28
554,-1
555,-1
556,28
557,-1
558,28
559,28
560,-1
561,28
562,28
563,-1
564,-1
565,-1
566,28
567,28
568,28
569,-1
570,-1
571,28
572,28
573,-1
574,-1
575,28
576,-1
577,-1
578,28
579,28
580,28
581,28
582,28
583,28
584,28
585,28
586,28
587,28
588,28
589,28
590,28
591,28
592,28
593,28
594,28
595,28
596,28
597,28
598,28
599,28
600,28
601,28
602,28
603,28
604,-1
605,28
606,28
607,28
608,28
609,28
610,-1
611,28
612,28
613,28
614,28
615,28
616,-1
617,28
618,28
619,28
620,28
621,28
622,-1
623,28
624,-1
625,28
626,28
627,-1
628,28
629,28
630,28
631,28
632,-1
633,28
634,-1
635,28
636,28
637,28
638,28
639,28
640,28
641,28
642,28
643,28
644,28
645,28
646,-1
647,-1
648,-1
649,-1
650,28
651,28
652,28
653,-1
654,-1
655,28
656,-1
657,28
658,-1
659,28
660,28
661,28
662,28
663,28
664,28
665,-1
666,28
667,28
668,28
669,28
670,28
671,28
672,28
673,28
674,28
675,28
676,28
677,28
678,28
679,-1
680,28
681,-1
682,28
683,28
684,-1
685,28
686,-1
687,28
688,28
689,28
690,28
691,-1
692,28
693,28
694,28
695,28
696,28
697,-1
698,-1
699,28
700,28
701,28
702,28
703,-1
704,-1
705,28
706,28
707,28
708,28
709,28
710,28
711,28
712,28
713,28
714,28
715,28
716,28
717,28
718,28
719,28
720,28
721,28
722,28
723,28
724,28
725,-1
726,28
727,28
728,28
729,28
730,28
731,28
732,28
733,28
734,28
735,28
736,28
737,28
738,28
739,-1
740,28
741,28
742,28
743,-1
744,28
745,-1
746,-1
747,28
748,28
749,28
750,28
751,28
752,28
753,28
754,28
755,28
756,28
757,28
758,-1
759,28
760,28
761,28
762,-1
763,28
764,28
765,28
766,-1
767,-1
768,-1
769,28
770,28
771,28
772,-1
773,28
774,28
775,28
776,28
777,28
778,28
779,-1
780,28
781,-1
782,28
783,28
784,28
785,28
786,28
787,28
788,-1
789,-1
790,-1
791,28
792,-1
793,-1
794,28
795,28
796,28
797,28
798,28
799,28
800,28
801,28
802,-1
803,28
804,28
805,28
806,28
807,-1
808,28
809,-1
810,-1
811,28
812,28
813,28
814,28
815,28
816,-1
817,28
818,-1
819,28
820,28
821,28
822,-1
823,28
824,-1
825,28
826,28
827,28
828,-1
829,-1
830,28
831,28
832,28
833,28
834,-1
835,28
836,28
837,28
838,28
839,28
840,-1
841,-1
842,28
843,28
844,-1
845,-1
846,28
847,-1
848,28
849,-1
850,28
851,28
852,-1
853,-1
854,28
855,28
856,28
857,28
858,28
859,28
860,28
861,-1
862,28
863,28
864,28
865,28
866,28
867,28
868,28
869,28
870,28
871,28
872,28
873,28
874,-1
875,28
876,28
877,28
878,28
879,28
880,28
881,28
882,28
883,-1
884,28
885,28
886,28
887,-1
888,28
889,28
890,28
891,28
892,28
893,-1
894,28
895,28
896,28
897,28
898,28
899,28
900,28
901,28
902,28
903,28
904,28
905,-1
906,28
907,28
908,-1
909,28
910,28
911,28
912,28
913,28
914,28
915,-1
916,28
917,28
918,28
919,28
920,-1
921,28
922,28
923,28
924,28
925,28
926,28
927,-1
928,28
929,28
930,28
931,-1
932,-1
933,-1
934,28
935,28
936,28
937,28
938,28
939,28
940,28
941,28
942,-1
943,28
944,28
945,28
946,28
947,28
948,28
949,28
950,28
951,28
952,28
953,28
954,-1
955,28
956,28
957,28
958,28
959,28
960,28
961,28
962,-1
963,28
964,28
965,-1
966,-1
967,28
968,-1
969,28
970,28
971,28
972,-1
973,28
974,28
975,28
976,28
977,28
978,28
979,-1
980,-1
981,28
982,-1
983,28
984,28
985,28
986,28
987,-1
988,28
989,28
990,28
991,28
992,-1
993,28
994,28
995,28
996,28
997,-1
998,28
999,28
