sample_idx,first_top1_layer
827,25
828,30
829,27
830,29
831,30
832,24
833,27
834,29
835,24
836,30
837,28
838,26
839,29
840,26
841,27
842,27
843,32
844,26
845,29
846,29
847,29
848,25
849,29
850,29
851,30
852,27
853,26
854,23
855,27
856,28
857,29
858,30
859,29
860,30
861,29
862,30
863,29
864,26
865,24
866,29
867,30
868,24
869,27
870,25
871,29
872,29
873,25
874,29
875,28
876,25
877,30
878,30
879,26
880,27
881,27
882,28
883,29
884,25
885,28
886,29
887,30
888,26
889,32
890,25
891,30
892,28
893,27
894,30
895,27
896,27
897,29
898,26
899,28
900,25
901,29
902,30
903,29
904,29
905,30
906,30
907,25
908,28
909,29
910,25
911,29
912,28
913,30
914,27
915,29
916,25
917,29
918,25
919,31
920,30
921,30
922,30
923,29
924,27
925,30
926,28
927,29
928,29
929,27
930,26
931,30
932,31
933,27
934,26
935,27
936,30
937,27
938,24
939,26
940,27
941,28
942,27
943,29
944,26
945,28
946,26
947,24
948,28
949,30
950,27
951,29
952,27
953,28
954,26
955,29
956,25
957,26
958,31
959,25
960,28
961,28
962,28
963,27
964,29
965,29
966,27
967,25
968,29
969,27
970,24
971,29
972,29
973,21
974,27
975,27
976,26
977,28
978,29
979,29
980,25
981,30
982,28
983,31
984,26
985,30
986,27
987,27
988,29
989,30
990,29
991,25
992,25
993,27
994,29
995,29
996,25
997,30
998,24
999,29
