sample_idx,first_top1_layer
605,27
606,29
607,29
608,29
609,29
610,26
611,29
612,26
613,25
614,29
615,27
616,29
617,25
618,23
619,30
620,29
621,30
622,26
623,30
624,26
625,30
626,30
627,24
628,29
629,29
630,29
631,30
632,28
633,29
634,30
635,25
636,31
637,27
638,26
639,25
640,29
641,30
642,27
643,23
644,21
645,24
646,24
647,25
648,23
649,29
650,29
651,30
652,30
653,26
654,30
655,27
656,26
657,29
658,27
659,29
660,27
661,28
662,27
663,30
664,29
665,28
666,29
667,25
668,29
669,29
670,24
671,29
672,30
673,29
674,29
675,29
676,21
677,29
678,25
679,24
680,30
681,26
682,29
683,26
684,27
685,30
686,28
687,29
688,24
689,29
690,30
691,27
692,30
693,26
694,29
695,29
696,25
697,25
698,27
699,27
700,26
701,31
702,27
703,24
704,28
705,26
706,27
707,29
708,30
709,25
710,28
711,30
712,29
713,29
714,30
715,25
716,24
717,31
718,29
719,24
720,24
721,25
722,32
723,29
724,23
725,29
726,26
727,24
728,28
729,25
730,28
731,29
732,27
733,26
734,27
735,30
736,24
737,29
738,29
739,27
740,30
741,27
742,29
743,27
744,29
745,26
746,25
747,29
748,30
749,25
750,29
751,30
752,26
753,28
754,30
755,30
756,30
757,29
758,28
759,27
760,29
761,29
762,26
763,30
764,30
765,29
766,29
767,23
768,21
769,29
770,30
771,31
772,30
773,29
774,28
775,26
776,30
777,29
778,30
779,26
780,30
781,25
782,27
783,30
784,29
785,29
786,30
787,27
788,25
789,30
790,25
791,27
792,25
793,27
794,29
795,26
796,30
797,31
798,29
799,26
800,27
801,25
802,30
803,30
804,27
805,26
806,29
807,30
808,26
809,29
810,27
811,26
812,30
813,30
814,27
815,29
816,29
817,27
818,29
819,28
820,29
821,29
822,28
823,30
824,30
825,30
826,27
827,28
828,25
829,29
830,26
831,29
832,25
833,27
834,29
835,26
836,28
837,26
838,30
839,30
840,29
841,27
842,23
843,30
844,26
845,30
846,24
847,29
848,28
849,25
850,28
851,29
852,31
853,28
854,23
855,28
856,30
857,29
858,29
859,27
860,24
861,24
862,25
863,29
864,25
865,27
866,25
867,30
868,29
869,30
870,27
871,24
872,24
873,27
874,24
875,29
876,28
877,26
878,30
879,29
880,30
881,29
882,30
883,28
884,28
885,25
886,30
887,29
888,25
889,25
890,27
891,26
892,25
893,28
894,25
895,26
896,27
897,23
898,24
899,27
900,27
901,24
902,30
903,29
904,29
905,26
906,27
907,25
908,26
909,30
910,23
911,30
912,25
913,25
914,25
915,29
916,28
917,27
918,28
919,26
920,26
921,29
922,24
923,30
924,25
925,27
926,31
927,30
928,29
929,29
930,29
931,30
932,31
933,25
934,27
935,29
936,26
937,25
938,28
939,28
940,28
941,28
942,29
943,30
944,27
945,30
946,21
947,30
948,27
949,30
950,29
951,25
952,26
953,25
954,25
955,29
956,29
957,26
958,28
959,30
960,29
961,32
962,24
963,30
964,28
965,27
966,30
967,30
968,30
969,25
970,26
971,29
972,25
973,30
974,30
975,26
976,25
977,23
978,29
979,30
980,30
981,30
982,23
983,29
984,29
985,25
986,30
987,30
988,29
989,24
990,30
991,27
992,27
993,29
994,29
995,29
996,26
997,26
998,28
999,24
