sample_idx,first_top1_layer
419,28
420,28
421,28
422,27
423,27
424,28
425,27
426,27
427,27
428,27
429,28
430,27
431,27
432,27
433,28
434,27
435,28
436,28
437,28
438,27
439,28
440,28
441,28
442,28
443,27
444,27
445,28
446,27
447,27
448,27
449,27
450,29
451,27
452,27
453,28
454,28
455,27
456,27
457,26
458,27
459,28
460,28
461,27
462,28
463,27
464,27
465,26
466,28
467,27
468,28
469,28
470,27
471,28
472,27
473,27
474,28
475,27
476,27
477,28
478,27
479,28
480,28
481,27
482,27
483,28
484,28
485,28
486,26
487,27
488,27
489,28
490,27
491,27
492,27
493,27
494,28
495,28
496,27
497,27
498,28
499,27
500,28
501,28
502,28
503,27
504,28
505,27
506,28
507,26
508,26
509,28
510,27
511,28
512,27
513,28
514,28
515,27
516,27
517,27
518,27
519,28
520,28
521,27
522,26
523,27
524,27
525,27
526,27
527,28
528,27
529,28
530,28
531,27
532,28
533,28
534,27
535,27
536,28
537,27
538,27
539,27
540,27
541,27
542,27
543,28
544,27
545,29
546,27
547,28
548,27
549,28
550,27
551,27
552,28
553,28
554,27
555,28
556,27
557,27
558,27
559,28
560,29
561,27
562,27
563,27
564,28
565,28
566,27
567,27
568,28
569,27
570,28
571,27
572,27
573,27
574,27
575,27
576,28
577,26
578,27
579,27
580,28
581,28
582,26
583,27
584,27
585,27
586,27
587,28
588,28
589,27
590,27
591,28
592,27
593,28
594,28
595,28
596,28
597,27
598,28
599,27
600,27
601,26
602,27
603,28
604,28
605,27
606,27
607,28
608,28
609,27
610,27
611,28
612,27
613,27
614,27
615,28
616,27
617,28
618,28
619,27
620,28
621,29
622,28
623,28
624,28
625,27
626,28
627,27
628,28
629,28
630,27
631,27
632,28
633,28
634,28
635,28
636,27
637,27
638,28
639,27
640,27
641,27
642,28
643,28
644,27
645,27
646,27
647,28
648,26
649,27
650,28
651,28
652,27
653,27
654,27
655,28
656,28
657,29
658,29
659,28
660,27
661,28
662,27
663,28
664,28
665,27
666,28
667,27
668,28
669,27
670,27
671,28
672,27
673,27
674,28
675,27
676,27
677,28
678,28
679,28
680,28
681,26
682,28
683,28
684,27
685,28
686,27
687,28
688,28
689,28
690,28
691,28
692,27
693,28
694,27
695,27
696,27
697,27
698,27
699,27
700,29
701,27
702,28
703,28
704,27
705,27
706,27
707,27
708,27
709,28
710,28
711,27
712,28
713,28
714,27
715,28
716,28
717,28
718,28
719,28
720,27
721,27
722,27
723,27
724,27
725,27
726,28
727,28
728,28
729,27
730,28
731,28
732,27
733,27
734,28
735,28
736,28
737,27
738,27
739,27
740,28
741,28
742,28
743,28
744,27
745,27
746,28
747,28
748,28
749,26
750,27
751,28
752,28
753,27
754,28
755,28
756,27
757,28
758,28
759,28
760,28
761,27
762,28
763,28
764,27
765,27
766,27
767,28
768,27
769,28
770,27
771,27
772,29
773,28
774,28
775,27
776,27
777,28
778,27
779,27
780,27
781,27
782,29
783,27
784,28
785,27
786,27
787,27
788,28
789,27
790,27
791,27
792,28
793,28
794,27
795,27
796,27
797,28
798,28
799,28
800,28
801,27
802,28
803,28
804,28
805,26
806,27
807,27
808,27
809,28
810,27
811,27
812,28
813,28
814,27
815,27
816,27
817,27
818,28
819,28
820,27
821,28
822,27
823,27
824,29
825,28
826,27
827,27
828,27
829,28
830,28
831,27
832,27
833,28
834,28
835,27
836,27
837,27
838,28
839,27
840,27
841,27
842,28
843,27
844,27
845,28
846,28
847,27
848,28
849,28
850,28
851,27
852,27
853,27
854,28
855,28
856,28
857,28
858,26
859,28
860,27
861,28
862,27
863,27
864,26
865,28
866,28
867,27
868,28
869,28
870,27
871,27
872,28
873,28
874,28
875,27
876,28
877,28
878,27
879,27
880,27
881,32
882,27
883,28
884,27
885,28
886,27
887,27
888,28
889,28
890,27
891,27
892,27
893,27
894,27
895,27
896,28
897,26
898,27
899,27
900,28
901,28
902,27
903,27
904,27
905,28
906,28
907,27
908,29
909,28
910,27
911,27
912,27
913,28
914,28
915,28
916,27
917,28
918,27
919,27
920,28
921,28
922,28
923,26
924,27
925,26
926,28
927,27
928,27
929,28
930,28
931,28
932,28
933,28
934,28
935,27
936,29
937,27
938,26
939,27
940,27
941,28
942,26
943,28
944,27
945,28
946,28
947,28
948,28
949,27
950,27
951,28
952,27
953,28
954,27
955,27
956,27
957,27
958,27
959,27
960,27
961,27
962,28
963,27
964,27
965,28
966,27
967,28
968,28
969,26
970,28
971,27
972,27
973,28
974,27
975,27
976,28
977,27
978,28
979,28
980,27
981,27
982,28
983,27
984,27
985,27
986,28
987,27
988,27
989,27
990,28
991,28
992,28
993,28
994,28
995,27
996,28
997,28
998,28
999,27
