sample_idx,first_top1_layer
0,27
1,27
2,28
3,28
4,27
5,28
6,27
7,27
8,27
9,28
10,27
11,26
12,28
13,28
14,28
15,27
16,26
17,27
18,28
19,28
20,27
21,27
22,28
23,28
24,26
25,27
26,28
27,28
28,28
29,27
30,28
31,28
32,27
33,28
34,27
35,27
36,27
37,28
38,28
39,27
40,28
41,28
42,27
43,27
44,28
45,28
46,28
47,28
48,27
49,26
50,27
51,27
52,27
53,27
54,27
55,27
56,27
57,27
58,27
59,28
60,28
61,27
62,28
63,27
64,28
65,27
66,27
67,27
68,27
69,27
70,27
71,27
72,27
73,28
74,28
75,28
76,28
77,27
78,28
79,27
80,27
81,28
82,27
83,28
84,27
85,28
86,28
87,27
88,28
89,28
90,27
91,28
92,27
93,28
94,27
95,25
96,27
97,27
98,28
99,27
100,28
101,29
102,27
103,28
104,27
105,28
106,29
107,30
108,28
109,28
110,27
111,27
112,27
113,28
114,28
115,28
116,28
117,28
118,26
119,28
120,27
121,27
122,27
123,27
124,27
125,27
126,27
127,28
128,28
129,28
130,28
131,28
132,28
133,28
134,28
135,27
136,27
137,27
138,28
139,27
140,26
141,28
142,28
143,27
144,28
145,27
146,28
147,28
148,28
149,27
150,28
151,28
152,28
153,27
154,28
155,27
156,28
157,26
158,27
159,29
160,28
161,28
162,27
163,28
164,28
165,27
166,28
167,27
168,27
169,28
170,28
171,28
172,27
173,28
174,27
175,27
176,27
177,28
178,27
179,28
180,28
181,26
182,28
183,28
184,28
185,27
186,27
187,28
188,27
189,28
190,27
191,27
192,28
193,27
194,28
195,27
196,28
197,27
198,29
199,28
200,28
201,27
202,28
203,27
204,27
205,27
206,27
207,28
208,27
209,29
210,27
211,27
212,28
213,27
214,28
215,27
216,27
217,28
218,27
219,27
220,27
221,28
222,27
223,28
224,28
225,28
226,28
227,27
228,27
229,28
230,28
231,28
232,27
233,27
234,27
235,30
236,28
237,27
238,28
239,27
240,27
241,27
242,28
243,28
244,28
245,28
246,27
247,27
248,28
249,27
250,28
251,28
252,27
253,28
254,27
255,26
256,29
257,27
258,28
259,28
260,28
261,28
262,27
263,28
264,28
265,28
266,27
267,28
268,27
269,27
270,27
271,28
272,28
273,29
274,28
275,27
276,28
277,28
278,27
279,28
280,28
281,27
282,27
283,28
284,28
285,27
286,27
287,27
288,27
289,28
290,28
291,28
292,27
293,28
294,26
295,28
296,28
297,27
298,27
299,27
300,28
301,27
302,27
303,27
304,27
305,28
306,28
307,28
308,28
309,28
310,27
311,27
312,27
313,27
314,28
315,27
316,28
317,27
318,28
319,27
320,27
321,27
322,28
323,27
324,27
325,28
326,27
327,28
328,28
329,28
330,28
331,28
332,27
333,28
334,28
335,27
336,27
337,28
338,27
339,28
340,28
341,28
342,27
343,28
344,27
345,27
346,28
347,27
348,27
349,26
350,27
351,28
352,27
353,28
354,27
355,28
356,29
357,28
358,26
359,28
360,28
361,28
362,28
363,27
364,28
365,28
366,28
367,27
368,28
369,27
370,28
371,27
372,27
373,28
374,28
375,27
376,28
377,28
378,28
379,28
380,28
381,28
382,28
383,28
384,27
385,28
386,28
387,27
388,27
389,28
390,27
391,26
392,27
393,27
394,26
395,28
396,28
397,27
398,28
399,29
400,27
401,27
402,27
403,27
404,28
405,27
406,27
407,28
408,27
409,28
410,27
411,28
412,26
413,27
414,27
415,27
416,28
417,28
418,27
419,28
420,26
421,27
422,28
423,28
424,27
425,28
426,28
427,28
428,27
429,27
430,27
431,28
432,27
433,27
434,28
435,28
436,28
437,28
438,27
439,27
440,27
441,27
442,28
443,27
444,27
445,28
446,27
447,28
448,27
449,27
450,27
451,28
452,26
453,28
454,26
455,27
456,27
457,28
458,28
459,28
460,28
461,28
462,27
463,27
464,27
465,28
466,28
467,28
468,27
469,27
470,28
471,27
472,31
473,27
474,28
475,27
476,27
477,28
478,28
479,28
480,27
481,28
482,27
483,28
484,28
485,28
486,27
487,27
488,27
489,27
490,28
491,27
492,27
493,28
494,27
495,27
496,27
497,27
498,27
499,27
500,28
501,29
502,28
503,28
504,27
505,27
506,27
507,27
508,28
509,29
510,28
511,28
512,26
513,28
514,28
515,27
516,28
517,28
518,28
519,27
520,27
521,27
522,28
523,27
524,28
525,28
526,27
527,27
528,28
529,29
530,28
531,27
532,27
533,28
534,27
535,26
536,28
537,26
538,28
539,27
540,27
541,29
